SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
111;12-12-2017;GENERAL;11528-10;Aprueba el Convenio entre el Gobierno de la República de Chile y el Gobierno de la República Oriental del Uruguay para Eliminar la Doble Imposición con Relación a los Impuestos sobre la Renta y sobre el Patrimonio y para Prevenir la Evasión y Elusión Fiscal y su Protocolo, suscritos en Montevideo, República Oriental del Uruguay, el 1 de abril de 2016;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Rubilar Barahona Karla;Femenino;IND;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
111;12-12-2017;GENERAL;11528-10;Aprueba el Convenio entre el Gobierno de la República de Chile y el Gobierno de la República Oriental del Uruguay para Eliminar la Doble Imposición con Relación a los Impuestos sobre la Renta y sobre el Patrimonio y para Prevenir la Evasión y Elusión Fiscal y su Protocolo, suscritos en Montevideo, República Oriental del Uruguay, el 1 de abril de 2016;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
111;12-12-2017;GENERAL;11528-10;Aprueba el Convenio entre el Gobierno de la República de Chile y el Gobierno de la República Oriental del Uruguay para Eliminar la Doble Imposición con Relación a los Impuestos sobre la Renta y sobre el Patrimonio y para Prevenir la Evasión y Elusión Fiscal y su Protocolo, suscritos en Montevideo, República Oriental del Uruguay, el 1 de abril de 2016;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Alvarado Ramírez Miguel Ángel;Masculino;PPD;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Flores García Iván;Masculino;DC;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Hernando Pérez Marcela;Femenino;PR;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Melo Contreras Daniel;Masculino;PS;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Pacheco Rivas Clemira;Femenino;PS;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Paulsen Kehr Diego;Masculino;RN;NO VOTA;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
105;13-12-2017;GENERAL;10679-31;Regula las actividades de voluntariado y establece derechos y deberes de los voluntarios;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Desarrollo Social;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Aguiló Melo Sergio;Masculino;IC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Aguiló Melo Sergio;Masculino;IC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Andrade Lara Osvaldo;Masculino;PS;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Barros Montero Ramón;Masculino;UDI;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Barros Montero Ramón;Masculino;UDI;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Becker Alvear Germán;Masculino;RN;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Becker Alvear Germán;Masculino;RN;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Berger Fett Bernardo;Masculino;RN;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Berger Fett Bernardo;Masculino;RN;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Campos Jara Cristián;Masculino;PPD;NO VOTA;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Carmona Soto Lautaro;Masculino;PC;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Carmona Soto Lautaro;Masculino;PC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Chávez Velásquez Marcelo;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Chávez Velásquez Marcelo;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Jiménez Fuentes Tucapel;Masculino;PPD;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Jiménez Fuentes Tucapel;Masculino;PPD;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Monckeberg Bruner Cristián;Masculino;RN;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Monckeberg Bruner Cristián;Masculino;RN;NO VOTA;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Morales Muñoz Celso;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Morales Muñoz Celso;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Pascal Allende Denise;Femenino;PS;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Pascal Allende Denise;Femenino;PS;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11288-06;Modifica la ley N° 8.946, que Fija texto definitivo de las leyes de Pavimentación Comunal, en materia de ejecución de obras provisorias de emergencia por parte de los municipios;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
175;19-12-2017;GENERAL;11544-06;Declara feriado el día 16 de enero de 2018 en la Región Metropolitana, con motivo de la visita del Papa Francisco;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;11362-13;Modifica la ley N° 19.070, que Aprobó el Estatuto de los Profesionales de la Educación, para otorgar fuero laboral a los dirigentes gremiales de los profesores.;;Vallespín López Patricio;Masculino;DC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
158;19-12-2017;GENERAL;8875-13;Instaura el día 12 de marzo de cada año como el Día Nacional del Trabajador Papelero.;;Vallespín López Patricio;Masculino;DC;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Bellolio Avaria Jaime;Masculino;UDI;EN CONTRA;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Carvajal Ambiado Loreto;Femenino;PPD;A FAVOR;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Coloma Álamos Juan Antonio;Masculino;UDI;EN CONTRA;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Gutiérrez Gálvez Hugo;Masculino;PC;A FAVOR;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Kast Sommerhoff Felipe;Masculino;EVOP;A FAVOR;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Letelier Norambuena Felipe;Masculino;PPD;A FAVOR;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Nogueira Fernández Claudia;Femenino;UDI;NO VOTA;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
150;03-01-2018;GENERAL;8924-07;Reconoce y da protección al derecho a la identidad de género.;;Paulsen Kehr Diego;Masculino;RN;EN CONTRA;Derechos Humanos;Discusión general;Segundo trámite constitucional;2014-2018
